project,SA,description,NAME,quantity,VARL,EMUNT,VARW,EMUNT,VARX,EMUNT,VARY,EMUNT,VAR1,EMUNT,VAR2,EMUNT,VAR3,EMUNT,VAR4,EMUNT
talebi,29,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,Å‘  ò‘Ê,"PK,",2,VARL,908,VARW,70,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,Å‘  ò‘Ê,"PK,",2,VARL,908,VARW,105,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,Å‘  ò‘Ê,"PK,",2,VARL,908,VARW,185,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,974,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,974,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,œ— ò‘Ê »·Ê„,"DAR-KB,",1,VARL,316,VARW,974,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,œ” êÌ—Â L,"0,",1,VARL,980,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,œ” êÌ—Â U,"0,",1,VARL,980,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,ﬁÌœ “„Ì‰Ì,"QZ,",2,VARL,948,VARW,68,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,ò› “„Ì‰Ì,"KZ,P6",1,VARL,980,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,ò› ò‘Ê,"KAF-K,",1,VARL,908,VARW,536,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,ò› ò‘Ê,"KAF-K,",1,VARL,908,VARW,536,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,29,ò› ò‘Ê,"KAF-K,",1,VARL,908,VARW,536,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,30,‰„« ”«œÂ,"NA-SA,",1,VARL,2366,VARW,716,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,31,‰„« ”«œÂ,"NA-SA,",1,VARL,2366,VARW,96,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,32,‰„« ”«œÂ,"NA-SA,",1,VARL,2366,VARW,96,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,33,‰„« ”«œÂ,"NA-SA,",1,VARL,2366,VARW,106,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,34,‰„« ”«œÂ,"NA-SA,",1,VARL,886,VARW,366,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,35,‰„« ”«œÂ,"NA-SA,",1,VARL,698,VARW,746,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,92,VARW,368,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,»œ‰Â çÅ “„Ì‰Ì-L,"BZL-LF,",1,VARL,92,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,»œ‰Â —«”  “„Ì‰Ì-L,"BZR-LF,",1,VARL,92,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,œ— ÃòÌ,"DAR-J,Q2H",1,VARL,66,VARW,394,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,œ” êÌ—Â L,"0,",1,VARL,400,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,ﬁÌœ “„Ì‰Ì,"QZ,",2,VARL,368,VARW,68,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,36,ò› “„Ì‰Ì,"KZ,P4",1,VARL,400,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,92,VARW,368,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,»œ‰Â çÅ “„Ì‰Ì-L,"BZL-LF,",1,VARL,92,VARW,508,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,»œ‰Â —«”  “„Ì‰Ì-L,"BZR-LF,",1,VARL,92,VARW,508,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,œ— ÃòÌ,"DAR-J,Q2H",1,VARL,66,VARW,394,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,œ” êÌ—Â L,"0,",1,VARL,400,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,ﬁÌœ “„Ì‰Ì,"QZ,",2,VARL,368,VARW,68,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,37,ò› “„Ì‰Ì,"KZ,P4",1,VARL,400,VARW,508,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,38,‰„« ”«œÂ,"NA-SA,",1,VARL,106,VARW,746,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,39,‰„« ”«œÂ,"NA-SA,",1,VARL,856,VARW,746,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,40,Å«ŒÊ—,"0,",1,VARL,1600,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,41,Å«ŒÊ—,"0,",1,VARL,600,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,42,Å«ŒÊ—,"0,",1,VARL,3310,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,43,Å«ŒÊ—,"0,",1,VARL,1600,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,44,Å«ŒÊ—,"0,",1,VARL,530,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,286,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,818,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,»œ‰Â çÅ »«·« ›—-H,"BFERL-UP-H,E2M",1,VARL,850,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,»œ‰Â çÅ Å«ÌÌ‰ ›—,"BFERL-DW,E2M",1,VARL,1364,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,»œ‰Â —«”  »«·« ›—,"BFERR-UP,E2M",1,VARL,850,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,»œ‰Â —«”  Å«ÌÌ‰ ›—,"BFERR-DW,E2M",1,VARL,1364,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,158,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,Å‘  ò‘Ê,"PK,",2,VARL,528,VARW,145,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45, «ﬁ ò„œÌ,"TAQK,",1,VARL,568,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,œ— ò‘Ê,"DAR-KE,",1,VARL,316,VARW,594,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,œ— ò‘Ê,"DAR-KE,",1,VARL,311,VARW,594,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,œ— ÂÊ«ÌÌ,"DAR-W,Q3H",1,VARL,846,VARW,594,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,ÿ»ﬁÂ,"T,M",2,VARL,564,VARW,646,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,ÿ»ﬁÂ À«» ,"TS,",1,VARL,568,VARW,648,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,ò›  «ﬁ »«·« ›—,"KT-FER,",2,VARL,568,VARW,648,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,ò› ò‘Ê,"KAF-K,",1,VARL,528,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,45,ò› ò„œÌ,"KAFK,P4",1,VARL,600,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,46,Å«ŒÊ—,"0,",1,VARL,600,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,51,‰„« “Ì—,"0,",1,VARL,1800,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,52,‰„« “Ì—,"0,",1,VARL,2100,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,53,Å«ŒÊ—,"0,",1,VARL,720,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,55,ﬁÌœ ”Ê»·-$,#N/A,4,VARL,750,VARW,80,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,55,ﬁÌœ ”Ê»·-$,#N/A,4,VARL,1590,VARW,80,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,55,‰„« ”Ê»·-$,#N/A,1,VARL,1750,VARW,750,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,56,ﬁÌœ ”Ê»·-$,#N/A,2,VARL,702,VARW,50,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,56,‰„« ”Ê»· ”«œÂ-$,#N/A,2,VARL,702,VARW,750,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,57,Å«ŒÊ—,"0,",1,VARL,1800,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,58,Å«ŒÊ—,"0,",1,VARL,1800,VARW,138,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,798,VARW,418,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,»œ‰Â çÅ ÂÊ«ÌÌ-H,"BWL-H,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,»œ‰Â —«”  ÂÊ«ÌÌ,"BWR,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,418,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,œ— ÂÊ«ÌÌ,"DAR-W,Q2H",1,VARL,856,VARW,444,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,ÿ»ﬁÂ,"T,M",1,VARL,414,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,59,ò› ÂÊ«ÌÌ,"KW,",1,VARL,418,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,698,VARW,478,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,»œ‰Â çÅ ÂÊ«ÌÌ,"BWL,E1M",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,»œ‰Â —«”  ÂÊ«ÌÌ-H,"BWR-H,E1M",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,478,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,œ— ÂÊ«ÌÌ,"DAR-W,Q2H",1,VARL,756,VARW,504,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,ÿ»ﬁÂ,"T,M",1,VARL,474,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,60,ò› ÂÊ«ÌÌ,"KW,",1,VARL,478,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,698,VARW,988,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,»œ‰Â çÅ ÂÊ«ÌÌ-H,"BWL-H,E1S",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,»œ‰Â —«”  ÂÊ«ÌÌ-H,"BWR-H,E1S",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,988,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,œ— ÂÊ«ÌÌ œÊ œ—,"DAR-W2,Q2H",2,VARL,756,VARW,504,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,ÿ»ﬁÂ,"T,S",1,VARL,984,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,61,ò› ÂÊ«ÌÌ,"KW,",1,VARL,988,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,698,VARW,478,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,»œ‰Â çÅ ÂÊ«ÌÌ-H,"BWL-H,E1M",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,»œ‰Â —«”  ÂÊ«ÌÌ,"BWR,E1M",1,VARL,726,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,478,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,œ— ÂÊ«ÌÌ,"DAR-W,Q2H",1,VARL,756,VARW,504,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,ÿ»ﬁÂ,"T,M",1,VARL,474,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,62,ò› ÂÊ«ÌÌ,"KW,",1,VARL,478,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,702,VARW,908,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,»œ‰Â çÅ ò‘Ê-LU,"BZKL-LUF,",1,VARL,702,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,»œ‰Â —«”  ò‘Ê-LU,"BZKR-LUF,",1,VARL,702,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,83,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,118,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,70,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,105,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,185,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,œ— ò‘Ê »·Ê„,"DAR-KB,",1,VARL,316,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,œ” êÌ—Â L,"0,",1,VARL,940,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,œ” êÌ—Â U,"0,",1,VARL,940,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,ﬁÌœ “„Ì‰Ì,"QZ,",2,VARL,908,VARW,68,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,ò› “„Ì‰Ì,"KZ,P6",1,VARL,940,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,63,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,702,VARW,908,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,»œ‰Â çÅ ò‘Ê-LU,"BZKL-LUF,",1,VARL,702,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,»œ‰Â —«”  ò‘Ê-LU,"BZKR-LUF,",1,VARL,702,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,83,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,118,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,»€· ò‘Ê,"BAQKESHO,",2,VARL,500,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,70,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,105,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,Å‘  ò‘Ê,"PK,",2,VARL,868,VARW,185,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,œ— ò‘Ê,"DAR-KE,",1,VARL,155,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,œ— ò‘Ê »·Ê„,"DAR-KB,",1,VARL,316,VARW,934,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,œ” êÌ—Â L,"0,",1,VARL,940,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,œ” êÌ—Â U,"0,",1,VARL,940,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,ﬁÌœ “„Ì‰Ì,"QZ,",2,VARL,908,VARW,68,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,ò› “„Ì‰Ì,"KZ,P6",1,VARL,940,VARW,568,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,64,ò› ò‘Ê,"KAF-K,",1,VARL,868,VARW,466,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,65,«· ›«—”Ì>,"NA-F,L",1,VARL,858,VARW,58,VARX,62,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,65,‰„« ›«—”Ì>,"0,",1,VARL,856,VARW,100,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,798,VARW,418,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,»œ‰Â çÅ ÂÊ«ÌÌ,"BWL,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,»œ‰Â —«”  ÂÊ«ÌÌ-H,"BWR-H,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,418,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,œ— ÂÊ«ÌÌ,"DAR-W,Q2H",1,VARL,856,VARW,444,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,ÿ»ﬁÂ,"T,M",1,VARL,414,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,66,ò› ÂÊ«ÌÌ,"KW,",1,VARL,418,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,798,VARW,868,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,»œ‰Â çÅ ÂÊ«ÌÌ-H,"BWL-H,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,»œ‰Â —«”  ÂÊ«ÌÌ-H,"BWR-H,E1M",1,VARL,826,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67, «ﬁ ÂÊ«ÌÌ,"TW,",1,VARL,868,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,œ— ÂÊ«ÌÌ œÊ œ—,"DAR-W2,Q2H",2,VARL,856,VARW,444,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,ÿ»ﬁÂ,"T,M",1,VARL,864,VARW,296,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,67,ò› ÂÊ«ÌÌ,"KW,",1,VARL,868,VARW,348,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68,16„Ì· Å‘  ÂÊ«ÌÌ,"16mmW,",1,VARL,488,VARW,918,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68,»œ‰Â  —«”  ÌŒç«·,"BYR,",1,VARL,516,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68,»œ‰Â çÅ ÌŒç«·,"BYL,",1,VARL,516,VARW,698,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68, «ﬁ »«·« ÌŒç«·,"TY,0",1,VARL,918,VARW,498,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68,œ— ÂÊ«ÌÌ œÊ œ—,"DAR-W2,Q2H",2,VARL,514,VARW,469,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,68,ò› »«·« ÌŒç«·,"KY,0",1,VARL,918,VARW,498,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,69,‰„« ÌÊ ›«—”Ì <,"NA-U->,",1,VARL,2360,VARW,720,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,69,‰„« ÌÊ ›«—”Ì <>,"NA-U-<>,",1,VARL,2360,VARW,84,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,69,‰„« ÌÊ ›«—”Ì ”«œÂ >,#N/A,1,VARL,2360,VARW,80,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,70,«· ›«—”Ì>,"NA-F,L",1,VARL,2362,VARW,78,VARX,82,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,70,‰„« ›«—”Ì>,"0,",1,VARL,2360,VARW,100,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,71,‰„« ”«œÂ,"NA-SA,",1,VARL,2360,VARW,216,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,72,‰„« ”«œÂ,"NA-SA,",1,VARL,2360,VARW,96,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,73,16„Ì· Å‘  “„Ì‰Ì,"16mmZ,",1,VARL,702,VARW,868,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,73,»œ‰Â çÅ-L-H,"BZL-LF,E1M",1,VARL,702,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,73,»œ‰Â —«” -L-H,"BZR-LF,E1M",1,VARL,702,VARW,198,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,73,œ— “„Ì‰Ì œÊ œ—,"DZ2,Q2H",2,VARL,676,VARW,444,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
talebi,73,œ” êÌ—Â L,"0,",1,VARL,900,VARW,85,VARX,,VARY,,VAR1,0,VAR2,0,VAR3,0,VAR4,0
